Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Type_of_Loan_No Data,Type_of_Loan_Others,Type_of_Loan_auto loan,Type_of_Loan_credit-builder loan,Type_of_Loan_debt consolidation loan,Type_of_Loan_home equity loan,Type_of_Loan_mortgage loan,Type_of_Loan_not specified,Type_of_Loan_payday loan,Type_of_Loan_personal loan,Type_of_Loan_student loan,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
34.0,62925.64,5109.803333333333,7.0,5.0,21.0,2.0,22.0,18.0,8.02,7.0,1,2060.33,236.0,1,94.35528886874158,36.202766432000686,470.02187108473134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,19677.0,1659.1444731798,9.0,5.0,30.0,5.0,47.0,20.0,7.52,8.0,0,1619.3,235.0,1,64.43575770642583,45.75997238739722,291.8191622696091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,92201.25,7590.4375,3.0,7.0,15.0,1.0,25.0,14.0,7.38,5.0,1,1020.05,135.0,1,48.88074475885754,106.03109960688738,844.1319056342552,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
53.0,57367.1,5030.591666666666,2.0,1.0,4.0,4.0,15.0,2.0,11.22,0.0,2,401.33,359.0,0,190.4408281878055,87.49753431300604,250.07118057764453,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45.0,87659.42,7399.951666666668,3.0,5.0,7.0,4.0,5.0,1.0,11.36,1.0,2,185.35,210.0,0,238.30845782664483,79.9375267312059,520.8263788532429,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36.0,31994.01,2756.1675,3.0,7.0,8.0,2.0,6.0,19.0,17.8,8.0,1,1197.22,198.0,2,34.081517084281906,24.383710119862105,413.81934460842376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43.0,9377.445,818.45375,5.0,3.0,12.0,6.0,23.0,17.0,7.6,9.0,1,1717.15,84.0,1,43.20952557013875,15.47475313625043,297.6966272901157,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.0,99984.48,8626.04,5.0,3.0,11.0,3.0,18.0,16.0,7.69,7.0,1,443.96,172.0,1,171.36102240502967,62.11603274922496,783.7081630937599,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,29873.96,2477.4966666666664,5.0,4.0,10.0,0.0,26.0,7.0,9.76,9.0,2,1117.08,315.0,2,0.0,68.57912959025803,410.8959649173788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.0,8741.32,450.44333333333327,6.0,10.0,28.0,5.0,49.0,21.0,13.77,17.0,0,3791.25,59.0,1,23.50629756226059,0.0,267.6656135415621,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.0,100809.78,8439.815,4.0,5.0,12.0,3.0,5.0,17.0,19.15,9.0,1,640.78,130.0,1,219.7155671659586,91.40846647664586,665.8307841109099,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49.0,75520.47,6410.3725,4.0,7.0,13.0,4.0,12.0,12.0,8.3,4.0,1,1447.18,263.0,1,167.791468538491,53.8717201687781,573.7742883606593,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.0,134038.64,10878.886666666667,6.0,3.0,18.0,2.0,23.0,18.0,14.99,6.0,1,1031.51,214.0,1,187.9711116102856,184.87775742890005,297.3932130857132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,57242.61,4625.2175,9.0,7.0,19.0,6.0,42.0,23.0,26.33,10.0,0,4841.18,88.0,1,144.39087940232832,61.53028490992181,496.6005856877498,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.0,44986.55,3689.879166666667,6.0,5.0,11.0,1.0,0.0,4.0,10.26,3.0,2,753.21,240.0,0,23.26713547724025,43.20363344633164,542.5171477430948,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,69240.72,5670.06,7.0,9.0,24.0,9.0,17.0,24.0,9.86,13.0,0,3562.24,29.0,1,416.4494180001533,37.53063957268218,291.4860409515241,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.0,8759.74,812.9783333333335,6.0,7.0,19.0,8.0,18.0,24.0,22.37,6.0,0,4094.24,147.0,1,43.495717726913966,21.817559518485044,236.2671815813333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,18848.995,1364.7495833333332,3.0,6.0,10.0,0.0,4.0,7.0,7.76,4.0,2,159.31,346.0,0,0.0,17.095270438939558,330.5688205592827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,45765.12,3677.76,5.0,7.0,6.0,3.0,26.0,9.0,15.44,4.0,1,1133.03,148.0,1,80.969093683843,50.14942718565224,116.03014278187236,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,14114.89,1155.2408333333333,8.0,5.0,5.0,5.0,18.0,14.0,18.37,7.0,1,1453.95,126.0,1,53.14898590851489,41.83510732802248,229.083423040542,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,117588.2,9691.016666666666,8.0,5.0,15.0,4.0,19.0,14.0,3.2,4.0,1,324.4,338.0,0,216.46828558504689,107.96286744969436,786.5699313915976,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.0,11526.465,704.53875,5.0,7.0,9.0,4.0,9.0,11.0,11.64,4.0,2,146.9,363.0,0,32.14924926400015,0.0,237.1135088875331,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,24726.48,1767.54,4.0,6.0,15.0,2.0,17.0,16.0,6.51,3.0,1,155.22,332.0,0,25.14400588303885,42.877552217629535,378.73244189933166,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,68171.54999999999,5489.962499999999,6.0,3.0,4.0,1.0,24.0,11.0,9.2,2.0,1,1049.75,264.0,0,49.23388829058462,37.27584151627111,492.1821563507185,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.0,139582.6,11353.883333333331,4.0,7.0,4.0,3.0,11.0,14.0,4.64,7.0,2,1102.14,213.0,0,300.07610999568266,131.4620955244758,822.3929506970716,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,29663.56,2715.9633333333336,7.0,5.0,29.0,2.0,12.0,17.0,9.91,10.0,1,1915.89,216.0,1,40.71075935197649,32.2273437226225,394.4504528869994,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,18412.85,1634.4041666666665,6.0,6.0,23.0,9.0,55.0,24.0,18.03,11.0,0,3825.77,141.0,1,128.1553484739272,12.039380476123544,207.4936956209259,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,46696.02,3811.3350000000014,8.0,4.0,33.0,3.0,12.0,19.0,18.02,8.0,1,1595.76,223.0,2,89.91109044134481,29.9708948712987,415.3639791994224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,19890.14,1595.5116666666663,3.0,6.0,13.0,2.0,11.0,19.0,18.74,10.0,1,98.81,112.0,1,25.42711832485124,25.587442944233054,342.845158935947,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,131040.42,11104.035,3.0,1.0,7.0,0.0,14.0,11.0,2.88,4.0,2,650.28,225.0,2,0.0,97.89371084108322,652.9338628997277,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,35952.45,3174.0375,3.0,6.0,16.0,2.0,6.0,13.0,18.36,12.0,1,517.01,196.0,1,59.040751660855726,23.74548362225237,343.78565489919714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.0,68291.70000000001,5414.975000000001,8.0,5.0,5.0,2.0,16.0,12.0,2.69,1.0,1,1210.72,385.0,1,62.35247096931465,42.42706514017148,624.017273146856,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,11128.91,1103.4091666666668,4.0,7.0,7.0,4.0,20.0,16.0,3.64,2.0,1,1201.98,284.0,0,33.95560304100908,38.35390746705192,252.53441625041503,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,35384.0,2960.666666666666,9.0,6.0,32.0,9.0,30.0,19.0,1.43,9.0,0,4161.42,48.0,1,214.3342971261814,26.86509514022324,297.0268988640844,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0,32430.34,2917.528333333333,3.0,4.0,14.0,3.0,24.0,12.0,19.42,5.0,1,589.18,222.0,1,65.20849708873882,26.444916852254075,375.83561904527375,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.0,12600.445,782.0370833333334,5.0,5.0,10.0,3.0,28.0,19.0,15.79,7.0,1,569.8,147.0,1,26.060347529205966,0.0,284.2982044805207,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.0,9759.375,813.28125,7.0,9.0,24.0,8.0,15.0,21.0,1.85,10.0,0,4342.44,108.0,1,55.939189207851385,30.67719356913652,266.88403220937687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,60417.68,5237.806666666666,5.0,4.0,18.0,1.0,17.0,9.0,8.3,4.0,1,1010.73,387.0,2,27.46092673718074,84.33745216632158,651.9822877631642,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38.0,100148.8,8175.733333333334,6.0,6.0,18.0,4.0,24.0,14.0,2.13,11.0,1,337.84,146.0,1,194.67031653560883,165.68230242212255,620.6049495071143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,13251.255,1318.27125,4.0,3.0,13.0,1.0,8.0,18.0,6.75,1.0,1,921.57,220.0,0,5.748475833624722,0.0,278.44261741803064,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39.0,31256.02,2841.668333333333,3.0,4.0,19.0,7.0,28.0,15.0,14.76,6.0,1,2408.4,66.0,1,122.85242653216687,21.721395981318256,359.0798543654413,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,60787.32,4850.61,6.0,6.0,28.0,8.0,61.0,21.0,23.93,8.0,0,4851.34,16.0,2,279.4056538871738,81.92987293000654,363.72547318281966,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.0,9429.325,909.7770833333334,5.0,5.0,28.0,2.0,26.0,18.0,5.27,10.0,1,2101.94,177.0,1,12.851520714108176,49.70201967072865,264.94196447493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37.0,84609.78,7225.815,5.0,4.0,1.0,3.0,28.0,9.0,3.82,0.0,2,254.3,271.0,0,797.5888866245722,95.50439157809036,647.7727834098192,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,107871.9,8816.325,3.0,4.0,8.0,3.0,25.0,20.0,6.27,2.0,1,1005.83,391.0,0,227.24178904981625,73.48570828760295,802.4865010415319,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54.0,20186.02,1684.168333333333,1.0,5.0,1.0,2.0,5.0,6.0,6.83,4.0,2,413.32,219.0,0,29.534583720496048,14.29027334711074,334.6679090581607,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.0,18444.26,1268.397171006678,3.0,5.0,17.0,2.0,27.0,11.0,10.5,7.0,1,1353.57,235.0,1,20.96473905773789,30.24940937715649,341.40342907359627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,27.0,16.0,10.61,3.0,1,44.01,262.0,0,0.0,134.93243082238547,1065.9562358442813,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.0,17251.38,1654.615,6.0,3.0,7.0,7.0,8.0,15.0,15.06,10.0,1,2431.64,142.0,1,57.35116518894053,23.472604725994863,304.826129870063,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,69051.14,5503.261666666666,4.0,7.0,9.0,2.0,12.0,8.0,13.2,8.0,1,1396.03,194.0,1,107.16749174363324,57.62358329100309,367.8188038298376,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,16685.02,1536.418333333333,9.0,6.0,22.0,5.0,60.0,17.0,2.17,10.0,0,2298.18,117.0,1,35.188053001297945,65.9123555132158,242.54245763829348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.0,11855.82,943.985,6.0,6.0,17.0,1.0,9.0,10.0,8.89,1.0,1,735.37,207.0,1,5.711416878860573,29.29039812942163,309.3966849917178,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52.0,48115.6,4287.633333333333,8.0,5.0,12.0,2.0,27.0,16.0,2.19,4.0,2,454.94,299.0,0,45.392163488128325,59.338062290010726,499.4296866490533,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43.0,17137.71,1544.1425,8.0,7.0,10.0,2.0,11.0,15.0,7.91,6.0,1,1486.83,237.0,0,18.574107343077493,46.67395410439509,223.873117242638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,72904.16,6341.346666666667,4.0,7.0,13.0,2.0,25.0,12.0,10.91,4.0,1,748.11,222.0,0,67.76034959900011,146.39429143378854,733.2375809560706,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,59807.61,4976.9675,10.0,10.0,30.0,9.0,17.0,21.0,12.0,11.0,0,3126.29,95.0,1,442.7665564250509,96.807882596233,23.22219581238926,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46.0,72034.86,5780.905,5.0,6.0,13.0,0.0,19.0,18.0,13.76,4.0,1,1030.69,364.0,1,0.0,137.5048819775721,447.14729542926665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,20252.78,1451.7316666666666,7.0,8.0,28.0,7.0,53.0,16.0,27.51,12.0,0,4576.95,155.0,1,111.18681582023814,72.00460719284047,130.10995222863534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.0,40127.74,3095.978333333333,9.0,5.0,16.0,7.0,27.0,17.0,11.52,7.0,1,2580.92,155.0,1,226.69978733773567,46.69481715368211,218.30749232668936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.0,31751.78,2712.9816666666666,7.0,3.0,11.0,0.0,28.0,11.0,0.61,0.0,1,581.67,300.0,0,0.0,41.75027083034861,407.78172712131766,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,50787.69,4209.3075,6.0,7.0,18.0,9.0,45.0,19.0,23.44,10.0,0,3261.13,69.0,2,314.22052999330145,37.147854169898025,225.3659213686169,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,37471.52,3321.626666666666,5.0,4.0,8.0,4.0,18.0,1.0,3.4,7.0,2,962.64,342.0,0,107.18943674514416,22.84064665485109,393.6634624955949,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,25994.56,2349.2133333333336,5.0,5.0,12.0,1.0,16.0,17.0,7.53,2.0,2,1182.14,382.0,0,21.384872555945844,19.53346371663202,216.8671639862133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32.0,29895.53,2246.2941666666666,4.0,5.0,8.0,0.0,6.0,0.0,3.22,6.0,2,878.78,321.0,0,0.0,59.19086035487007,249.7674267787612,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,33029.66,2994.471666666667,5.0,3.0,2.0,1.0,0.0,6.0,6.28,4.0,2,216.62,358.0,0,19.42813320922236,63.16461820502194,216.79051087339,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44.0,19675.25,1450.604166666667,5.0,3.0,1.0,0.0,10.0,5.0,2.9,3.0,2,856.75,398.0,0,0.0,32.098212310078274,288.815281176983,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.0,19742.24,1619.186666666667,7.0,6.0,32.0,4.0,22.0,13.0,9.55,9.0,1,1373.49,105.0,2,52.09095848007586,41.77613238600368,308.90425438082315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,86470.84,7060.903333333333,3.0,4.0,20.0,0.0,17.0,17.0,10.13,4.0,1,211.56,347.0,1,0.0,59.7051676965668,640.5582536181337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,81166.86,6735.905,7.0,4.0,7.0,2.0,15.0,14.0,7.5,8.0,1,1353.18,141.0,1,135.10448360249265,127.01807552094836,280.06676362296696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,10640.355,1115.69625,6.0,3.0,13.0,2.0,12.0,18.0,9.62,7.0,1,76.19,288.0,1,17.31503008207037,15.921275861245306,310.49861575854254,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,99663.0,8551.25,5.0,3.0,7.0,4.0,10.0,0.0,9.5,4.0,2,96.62,250.0,0,293.3183173705733,110.67620383597784,498.88901467612817,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.0,19540.67,1891.3891666666664,8.0,9.0,26.0,6.0,58.0,20.0,7.9,6.0,0,1584.95,121.0,1,69.28558143978887,22.135085971806888,347.7182492550709,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47.0,106695.48,8812.29,3.0,5.0,5.0,2.0,14.0,13.0,4.18,2.0,2,715.37,377.0,0,129.20205401589246,131.70839439520674,862.5400021970854,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.0,156153.24,13058.77,1.0,5.0,7.0,1.0,24.0,7.0,3.08,2.0,2,1074.05,351.0,0,87.50153102467331,208.6341821616984,792.6906202733193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49.0,88027.62,7229.634999999998,0.0,3.0,3.0,3.0,8.0,5.0,8.94,0.0,2,264.38,190.0,0,157.2738526462994,92.7258497821789,180.67744125429505,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,15566.02,1423.168333333333,8.0,5.0,32.0,4.0,17.0,20.0,9.24,7.0,1,1693.95,95.0,1,43.07051960231588,46.57667279779648,219.6253336354196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,133439.76,11066.98,2.0,3.0,11.0,4.0,5.0,3.0,2.21,4.0,2,863.99,367.0,0,432.5213188428104,89.68793702475173,763.7705621082213,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.0,142496.12,11649.676666666664,4.0,6.0,7.0,0.0,20.0,19.0,11.13,3.0,1,460.79,230.0,0,0.0,87.28035866789075,718.7716569972833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,120671.25,9851.9375,4.0,3.0,3.0,4.0,1.0,9.0,10.96,3.0,2,755.16,194.0,0,320.74275568454283,84.96589441622912,811.3340055754975,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.0,132552.16,11094.013333333334,3.0,6.0,11.0,1.0,4.0,6.0,5.32,3.0,2,789.03,248.0,0,77.07980746059678,84.31890753397545,1065.114633373685,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19.0,67730.0,5697.166666666668,3.0,4.0,8.0,0.0,10.0,3.0,1.63,3.0,2,626.34,331.0,2,0.0,117.7388531333417,512.5783655546452,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.0,15277.06,1225.0883333333334,8.0,8.0,28.0,6.0,20.0,17.0,23.22,9.0,0,4861.83,94.0,1,70.51158847563937,12.384774526311974,279.612470331382,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,33475.63,3033.6358333333333,8.0,7.0,16.0,0.0,17.0,16.0,11.6,6.0,1,666.72,270.0,1,0.0,33.66680606087201,361.0054025477567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,125977.6,10426.133333333331,7.0,5.0,13.0,2.0,27.0,19.0,11.02,2.0,1,581.65,383.0,1,149.98251586409074,114.73473953968752,1008.351201563745,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,67361.38,5497.448333333334,2.0,4.0,1.0,0.0,5.0,6.0,11.47,4.0,2,1013.66,203.0,0,0.0,81.49038940638512,708.2544439269483,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,68845.08,5570.09,10.0,7.0,20.0,6.0,28.0,22.0,2.7,11.0,0,1498.12,188.0,1,300.2551350813974,46.07901511241481,331.2690569268533,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,62008.35000000001,5256.3625,10.0,7.0,21.0,3.0,45.0,16.0,11.31,12.0,1,2360.12,115.0,1,127.3921470520096,109.37767704457148,469.3347669846354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,20835.39,1707.2825,3.0,3.0,1.0,4.0,15.0,12.0,11.64,3.0,2,1491.94,269.0,0,36.000986785098874,18.162805322218865,270.4449694776283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,12660.16,909.0133333333332,5.0,7.0,15.0,0.0,8.0,14.0,15.1,2.0,1,456.02,304.0,0,0.0,0.0,338.2549367415748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0,14871.095,942.2579166666668,3.0,3.0,7.0,2.0,14.0,0.0,8.62,5.0,2,725.09,204.0,0,23.61909190569991,31.96897578959941,303.11140286035834,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.0,145175.4,12016.95,3.0,1.0,6.0,1.0,7.0,0.0,5.58,2.0,2,1271.95,285.0,0,67.83706538387564,167.2909881915461,870.8588361297035,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46.0,60593.8,5033.483333333334,3.0,4.0,12.0,2.0,27.0,11.0,18.69,6.0,1,798.77,125.0,1,96.7119735950985,39.91795255855957,318.2499573543616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.0,7798.79,885.8991666666667,8.0,8.0,32.0,7.0,18.0,18.0,8.39,7.0,1,2281.65,210.0,1,29.56821574560457,0.0,309.50340037317693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,96540.69,8068.0575,4.0,3.0,9.0,0.0,9.0,3.0,6.39,7.0,2,582.53,186.0,0,0.0,108.69075473721696,402.946487616336,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,113085.87,9531.8225,4.0,4.0,11.0,1.0,12.0,1.0,8.37,4.0,2,240.56,360.0,0,81.1029928492631,121.12674918694393,934.5111354577922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16.0,147620.68,12059.723333333332,5.0,7.0,5.0,0.0,3.0,12.0,11.9,7.0,1,1082.41,277.0,1,0.0,158.6242102600373,940.9947887519236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,15591.37,1349.2808333333337,5.0,7.0,26.0,2.0,5.0,12.0,14.5,13.0,1,1314.77,75.0,1,16.356494047018206,23.731686088214868,325.6993919549526,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.0,173650.68,14516.89,4.0,4.0,2.0,4.0,5.0,0.0,2.55,3.0,2,1076.16,331.0,0,412.5649343224894,159.02057213698288,499.584399053296,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.0,34642.94,3180.911666666667,3.0,5.0,7.0,3.0,6.0,23.0,10.84,2.0,1,1079.65,320.0,1,49.685271311903456,28.740105373024573,457.6708273401809,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54.0,99520.5,8479.375,3.0,1.0,5.0,3.0,5.0,5.0,4.08,3.0,2,547.21,197.0,0,196.5285910727319,79.58852132223255,811.8203876050355,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,17708.33,1692.694166666667,8.0,9.0,23.0,7.0,26.0,21.0,7.81,11.0,0,2250.37,176.0,1,64.02306031536233,24.47490702809665,310.63853228328065,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,57303.36,4949.28,9.0,9.0,31.0,6.0,37.0,15.0,10.25,10.0,0,1341.14,207.0,1,250.1089993864728,80.67310708090137,376.7829128927697,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.0,131296.92,10722.410000000002,4.0,3.0,12.0,3.0,7.0,0.0,8.879999999999997,2.0,2,1029.35,323.0,0,231.00945321311627,188.3326519417941,814.4121703119607,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,112282.4,9102.866666666669,4.0,3.0,16.0,0.0,26.0,14.0,9.63,3.0,1,1113.98,334.0,1,0.0,215.88473135142536,731.9995346635487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,125049.78,10426.815,1.0,5.0,7.0,3.0,7.0,10.0,5.7,1.0,2,593.96,233.0,0,178.13788576051354,156.9903573929773,884.0430112940775,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,36048.08,2949.0066666666667,3.0,7.0,14.0,2.0,24.0,13.0,19.7,6.0,1,571.06,170.0,1,45.77263566451583,42.872471818073095,434.47488006322953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,125905.84,10306.153333333334,6.0,4.0,18.0,1.0,14.0,8.0,19.72,3.0,1,1416.79,221.0,1,81.12026027517106,103.72281114204488,386.6717260058332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.0,64815.64,5627.303333333332,9.0,6.0,28.0,9.0,55.0,18.0,25.79,11.0,0,2530.78,65.0,1,356.6974589951177,128.3087241042454,269.53983241854405,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.0,38964.65,3250.054166666667,1.0,6.0,11.0,0.0,12.0,5.0,3.02,1.0,2,860.91,221.0,0,0.0,40.10857866298953,348.5685960253705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,33036.44,2881.036666666667,4.0,3.0,17.0,6.0,27.0,16.0,13.76,7.0,1,1377.16,79.0,1,143.14034480959944,21.611404678554923,161.10550326577638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,125047.24,10682.603333333334,2.0,5.0,9.0,0.0,11.0,4.0,7.83,0.0,2,1223.02,323.0,0,0.0,98.0067922113495,251.5697532440504,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.0,16367.605,1221.9670833333332,5.0,7.0,9.0,4.0,2.0,3.0,10.06,1.0,2,996.4,394.0,0,50.1927524079225,21.957356529556872,271.60519494187054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
